CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
720823458,Existing Customer,59,F,2,Unknown,Married,Less than $40K,Blue,46,2,2,5218,1907,4658,85
709810458,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,0,1579,768,4241,72
711234783,Attrited Customer,44,F,4,Unknown,Married,Less than $40K,Blue,28,5,3,2020,0,2621,45
714924483,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,46,2,2,4628,2327,4226,92
717307158,Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,1853,1314,5331,79
715380483,Existing Customer,54,F,5,Unknown,Single,Less than $40K,Blue,49,2,2,1476,0,4462,75
799717458,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,36,2,3,2515,1453,4025,74
712874433,Existing Customer,45,M,3,Unknown,Single,Less than $40K,Blue,36,2,0,2326,642,5413,90
812218908,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,2,2,4065,2517,2899,51
717008358,Existing Customer,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,6540,0,7919,88
716045508,Existing Customer,40,F,2,Unknown,Single,Less than $40K,Blue,36,2,3,3569,1054,7963,85
709871658,Existing Customer,47,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,7136,2345,7729,86
788618208,Existing Customer,42,F,5,Unknown,Single,Less than $40K,Blue,30,2,3,8325,0,8198,90
712984983,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,30,1,2,2248,1853,7739,101
823848183,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Platinum,35,1,3,15987,1494,8438,92
716260833,Attrited Customer,56,F,5,Unknown,Single,Less than $40K,Blue,36,6,5,4668,2517,8331,63
716430933,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,36,2,2,3973,0,13740,131
708573933,Existing Customer,45,F,2,Unknown,Single,Less than $40K,Silver,36,2,3,13026,789,14747,100
714128283,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Silver,40,2,2,13411,1736,12493,113
718758783,Existing Customer,44,F,4,Unknown,Single,Less than $40K,Silver,36,2,3,13067,1943,15172,118
771292233,Existing Customer,48,F,1,Unknown,Single,Less than $40K,Blue,36,1,2,3918,813,15867,103
756371058,Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,40,1,3,3944,1006,15315,124
721171008,Existing Customer,31,F,1,Unknown,Married,Less than $40K,Silver,36,2,1,10353,1520,15028,124
815840283,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,46,1,3,7744,1893,16059,124
719118708,Attrited Customer,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,5855,0,9202,80
771769383,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,31,2,2,2940,0,14792,120
787621158,Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,6242,491,2187,59
788485908,Existing Customer,44,M,3,Unknown,Married,$60K - $80K,Blue,37,3,3,6224,0,1463,34
719999508,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,24,3,2,11894,816,2438,45
780078333,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,41,3,2,5887,659,1193,26
770764908,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,25,5,3,3071,2517,1765,36
716029158,Existing Customer,59,M,0,Unknown,Married,$60K - $80K,Blue,36,6,5,4230,1366,1480,35
815838633,Existing Customer,34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,3,3890,2286,1889,51
780686358,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,30,3,1,2888,1676,3798,58
716645883,Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36,3,2,13867,0,4297,68
788159433,Existing Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,45,5,2,22558,818,3855,70
711220683,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Blue,36,4,3,11770,1813,3280,70
714496083,Existing Customer,51,M,3,Unknown,Single,$60K - $80K,Blue,43,4,3,6649,1781,1609,28
720578058,Existing Customer,53,M,4,Unknown,Single,$60K - $80K,Blue,42,3,4,8386,2375,4101,67
717825033,Existing Customer,50,M,0,Unknown,Divorced,$60K - $80K,Blue,36,3,2,5444,2499,4509,80
711646908,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,3,7821,2517,2010,43
720575058,Existing Customer,47,M,3,Unknown,Single,$60K - $80K,Blue,36,3,1,2589,1693,4259,83
770268933,Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,2,33521,928,4115,66
807426033,Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,32,4,1,2865,1176,3462,61
816850458,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,4,1698,0,2448,40
721115733,Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36,5,2,1591,894,3698,79
716653758,Existing Customer,55,M,0,Unknown,Single,$60K - $80K,Blue,36,3,3,1467,0,4226,74
713866308,Existing Customer,45,M,4,Unknown,Single,$60K - $80K,Blue,36,5,1,15100,2004,4135,76
717915783,Attrited Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,3,4541,1037,2829,44
771872733,Existing Customer,38,M,0,Unknown,Married,$60K - $80K,Blue,26,5,1,3809,1521,4666,69
715932708,Existing Customer,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,4,1,5813,1614,4365,75
719123958,Attrited Customer,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27,2,3,5051,0,2137,45
750995508,Attrited Customer,41,M,3,Unknown,Single,$60K - $80K,Blue,32,1,3,4697,1046,1679,29
778716783,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,32,1,1,11552,1970,7180,96
713236458,Existing Customer,55,M,4,Unknown,Single,$60K - $80K,Blue,48,2,3,18980,2517,8295,113
708662583,Attrited Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,29,1,4,27945,0,8345,70
718692258,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Blue,34,1,1,3755,1591,14402,110
719701383,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,3,5175,0,14304,99
767348733,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,49,3,3,4058,793,15865,105
721148358,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,1,12860,0,1348,27
710406633,Attrited Customer,51,F,3,Uneducated,Married,Unknown,Blue,36,3,2,3664,0,1168,31
716375883,Existing Customer,53,F,3,Uneducated,Married,Unknown,Blue,36,6,2,2447,1558,1716,38
708132783,Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,42,6,2,16411,1179,3929,71
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2,2,2751,2253,2108,40
717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,32,3,3,3056,2038,4734,73
709166883,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,27,6,1,5363,0,4121,78
709045683,Existing Customer,42,F,3,Uneducated,Married,Unknown,Blue,30,3,1,3549,0,3921,63
718421808,Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43,6,2,3068,1765,4611,73
815908908,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,42,3,3,6263,2517,2613,50
712410858,Existing Customer,50,F,4,Uneducated,Married,Unknown,Blue,40,4,3,2315,1336,4143,65
720205608,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,36,6,1,4222,0,4487,77
718806783,Attrited Customer,46,F,3,Uneducated,Married,Unknown,Blue,36,2,1,2872,357,2629,41
772271508,Attrited Customer,46,F,3,Uneducated,Single,Unknown,Blue,35,2,3,1706,0,2320,42
709238358,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,39,1,2,19387,810,7604,87
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,3,2,10790,1930,1052,16
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,3,2641,1257,1439,39
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,6,3,9476,0,1128,27
778506633,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23,6,3,7706,392,965,27
779506158,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,22,3,2,3214,2257,2516,42
788915283,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,29,5,2,2304,1589,1273,36
720445533,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,53,4,3,3346,922,1276,21
708445608,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,37,4,3,3305,2517,2027,57
717843783,Existing Customer,33,F,1,College,Single,Less than $40K,Silver,17,4,2,13431,1583,2338,71
712470033,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,30,6,3,4539,2053,2960,67
720921408,Existing Customer,46,F,2,College,Single,Less than $40K,Blue,36,6,4,1996,1544,3760,69
717740658,Existing Customer,55,F,2,College,Married,Less than $40K,Blue,45,5,4,1850,942,4134,78
720570333,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,5,0,1912,1163,4786,81
713263758,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,45,3,2,2312,1997,5085,78
812488608,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,39,6,3,5024,2209,4908,73
770753733,Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28,4,2,3044,1865,4854,85
715025208,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,46,5,3,3119,1778,4168,63
714533058,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,43,4,3,1438.3,721,4606,86
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,Blue,32,6,3,2225,0,4917,84
718670808,Existing Customer,59,F,0,College,Married,Less than $40K,Blue,51,6,0,1438.3,0,4817,81
772073508,Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,41,5,6,1764,0,2740,47
709982658,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,31,4,3,9759,2038,4226,77
789692283,Existing Customer,47,F,5,College,Single,Less than $40K,Blue,34,4,2,5950,0,4655,66
716028108,Existing Customer,35,F,2,College,Single,Less than $40K,Blue,18,6,0,2658,0,4667,83
819351258,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,37,5,2,2238,1693,5339,86
718570158,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,44,3,2,2901,2517,4731,83
720357483,Existing Customer,46,F,1,College,Married,Less than $40K,Blue,23,5,1,1723,1010,4112,82
718941183,Existing Customer,48,F,1,College,Married,Less than $40K,Blue,38,5,2,1832,748,4376,87
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,3,5523,2517,4170,80
716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46,2,3,3282,2262,4674,84
771106458,Existing Customer,54,F,4,College,Married,Less than $40K,Blue,41,1,2,2444,1313,4609,61
716365233,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,36,1,3,1665,964,4881,75
719953383,Existing Customer,38,F,4,College,Single,Less than $40K,Blue,27,2,3,1438.3,0,4564,79
812794983,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,2,2,4086,1974,7932,87
711830433,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,32,1,1,7926,1051,7677,87
719694408,Attrited Customer,30,F,1,College,Single,Less than $40K,Blue,36,4,6,4541,0,7996,80
708300483,Attrited Customer,66,F,0,Doctorate,Married,Unknown,Blue,56,5,3,7882,605,704,16
770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2,2,2521,1608,1328,33
710665533,Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,23,4,2,24602,1660,1337,44
715042608,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,36,5,4,8058,791,2742,42
718627458,Existing Customer,43,F,3,Doctorate,Married,Unknown,Blue,38,3,2,1947,0,2119,52
789952158,Existing Customer,34,F,1,Doctorate,Married,Unknown,Blue,25,4,3,2318,2069,2689,57
716823408,Existing Customer,65,M,0,Doctorate,Single,Unknown,Blue,56,3,2,28410,1608,2278,77
773364483,Existing Customer,45,F,4,Doctorate,Unknown,Unknown,Silver,39,4,2,34516,1298,1906,39
715468083,Existing Customer,40,F,2,Doctorate,Married,Unknown,Silver,36,3,4,34516,1686,3146,66
716497908,Existing Customer,49,F,1,Doctorate,Married,Unknown,Blue,36,3,2,8519,0,3698,65
715611933,Existing Customer,50,F,4,Doctorate,Married,Unknown,Blue,38,6,2,23692,2402,3632,62
719929758,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,37,6,3,4181,0,3057,54
780203883,Existing Customer,43,F,3,Doctorate,Divorced,Unknown,Blue,33,6,2,5738,0,4375,73
807600633,Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,39,6,1,9856,671,5408,83
712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24,4,3,1438.3,0,2306,46
779841483,Attrited Customer,55,F,1,Doctorate,Married,Unknown,Blue,39,1,3,12972,1424,2238,36
817332483,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,6,3,7306,0,2445,43
708402333,Existing Customer,48,F,2,Doctorate,Divorced,Unknown,Blue,37,6,0,4549,1313,4782,88
710864358,Existing Customer,51,F,2,Doctorate,Married,Unknown,Blue,45,6,2,6501,0,5074,81
712046808,Attrited Customer,49,F,3,Doctorate,Divorced,Unknown,Blue,42,1,3,3802,1558,2003,43
719815383,Existing Customer,49,F,4,Doctorate,Married,Unknown,Blue,39,4,1,2333,1414,5137,89
711540108,Attrited Customer,44,F,4,Doctorate,Unknown,Unknown,Blue,33,5,6,1438.3,0,2316,48
716218908,Existing Customer,48,F,4,Doctorate,Single,Unknown,Blue,39,6,1,2845,919,2635,43
715466133,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,40,3,1,2492,1410,4374,75
812671758,Attrited Customer,47,F,5,Doctorate,Married,Unknown,Blue,42,3,3,4345,2176,2458,44
779034708,Existing Customer,60,F,0,Doctorate,Married,Unknown,Blue,41,1,1,10730,970,4939,71
711102858,Attrited Customer,48,F,2,Doctorate,Single,Unknown,Blue,36,4,3,3137,860,1618,34
718825908,Existing Customer,60,F,1,Doctorate,Single,Unknown,Blue,47,1,1,3803,1448,4575,78
718152333,Attrited Customer,41,F,3,Doctorate,Single,Unknown,Blue,36,2,6,2246,0,3607,51
824915208,Existing Customer,44,F,3,Doctorate,Married,Unknown,Blue,40,2,1,7212,1008,5169,82
719368533,Existing Customer,41,F,2,Doctorate,Married,Unknown,Silver,28,1,3,32250,1289,15785,100
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,3,9336,1672,1391,39
712275108,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,4,3,5146,1618,1955,44
716144058,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,1888,0,1886,66
781923483,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,47,3,4,2459,1733,2309,62
778511733,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,30,6,2,5424,1812,1634,44
716612958,Existing Customer,35,F,2,College,Married,$40K - $60K,Blue,29,6,3,10980,1726,1830,36
713574708,Existing Customer,39,M,3,College,Single,$40K - $60K,Blue,28,6,2,1640,1177,3124,66
709042908,Existing Customer,51,F,1,College,Married,$40K - $60K,Blue,44,4,1,1438.3,0,2207,68
710524533,Attrited Customer,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4913,2517,899,28
716235783,Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,39,3,4,7109,866,4047,75
801373833,Existing Customer,49,M,4,College,Divorced,$40K - $60K,Blue,43,3,3,1922,710,2920,46
773457558,Existing Customer,45,F,5,College,Single,$40K - $60K,Silver,39,3,2,15677,1227,3818,81
711372258,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,51,4,2,5042,1002,2897,62
772525308,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,33,5,4,10533,1689,3651,69
712178883,Existing Customer,49,F,2,College,Single,$40K - $60K,Blue,36,3,1,6371,1946,3592,79
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37,3,1,4139,0,2232,41
788989083,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,44,3,2,2817,1864,4535,82
789345408,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,29,5,2,1438.3,722,4983,53
709596783,Existing Customer,46,M,3,College,Married,$40K - $60K,Blue,34,5,2,1611,0,4444,78
818007783,Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,44,6,3,2578,1590,4683,89
789479058,Existing Customer,45,F,4,College,Divorced,$40K - $60K,Blue,37,5,3,1438.3,0,4459,66
717862308,Existing Customer,45,F,2,College,Divorced,$40K - $60K,Blue,27,6,2,2901,2384,3835,78
719881533,Attrited Customer,46,M,2,College,Married,$40K - $60K,Silver,34,5,4,16547,0,1561,41
789637308,Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,39,4,4,3076,0,2580,50
713503983,Existing Customer,55,F,3,College,Married,$40K - $60K,Blue,36,5,3,2240,1231,3623,71
812653383,Existing Customer,55,F,1,College,Single,$40K - $60K,Blue,50,3,3,1843,1520,4729,92
783573408,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,36,3,2,2575,2136,5267,83
788805858,Existing Customer,49,M,3,College,Divorced,$40K - $60K,Blue,31,2,1,2181,1218,4997,89
714080433,Existing Customer,40,F,5,College,Married,$40K - $60K,Blue,36,2,2,3144,1787,4758,67
709065483,Existing Customer,40,F,3,College,Divorced,$40K - $60K,Blue,28,2,3,9243,2019,7841,82
780349833,Existing Customer,36,M,2,College,Married,$40K - $60K,Gold,23,1,3,23981,0,15236,120
716264358,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,2,26792,1836,2398,47
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2,2733,1306,1139,39
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,3,34516,1597,1628,51
711948333,Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,2,9247,710,1190,30
713490483,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,21740,0,1755,54
779320983,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,28,4,2,19843,1178,1638,49
823535133,Existing Customer,45,M,2,Uneducated,Unknown,$80K - $120K,Blue,41,6,2,23271,1262,1402,34
771237933,Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,3,20620,1085,1477,23
711999783,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,4740,1348,1406,23
772145658,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,3,16043,2036,1394,28
709579383,Existing Customer,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,2,6978,1148,1362,26
718136283,Existing Customer,52,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,4,22103,1515,1541,29
789187908,Existing Customer,56,M,2,Uneducated,Married,$80K - $120K,Blue,45,4,2,11102,1946,1448,36
819610908,Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,4,32938,2089,1137,26
712933083,Existing Customer,37,M,1,Uneducated,Single,$80K - $120K,Blue,36,6,2,3127,2378,2292,49
721485708,Existing Customer,58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,3,9149,1806,1220,36
714120258,Existing Customer,37,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,2,2281,1677,2735,58
796170933,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,51,6,4,30622,0,3600,66
713766183,Existing Customer,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,4,16156,2517,4160,81
716225433,Existing Customer,60,M,1,Uneducated,Single,$80K - $120K,Blue,51,6,4,26566,2517,3103,65
802031583,Existing Customer,53,M,2,Uneducated,Single,$80K - $120K,Blue,47,6,1,22855,0,3711,83
712287333,Existing Customer,39,M,1,Uneducated,Single,$80K - $120K,Blue,30,3,4,34516,2055,4048,74
709137558,Existing Customer,52,M,0,Uneducated,Unknown,$80K - $120K,Blue,36,6,4,5395,2084,4689,69
716931183,Existing Customer,45,M,5,Uneducated,Single,$80K - $120K,Blue,38,3,4,7560,788,4296,68
708848208,Existing Customer,52,M,3,Uneducated,Single,$80K - $120K,Blue,40,6,2,34516,1757,4223,81
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,4,34516,0,1626,28
789625383,Existing Customer,48,M,3,Uneducated,Married,$80K - $120K,Blue,42,4,3,9727,1626,3543,62
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,3,9782,1793,3672,75
711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,3,1507,961,4126,90
789182358,Existing Customer,56,M,1,Uneducated,Single,$80K - $120K,Blue,45,3,2,17628,1414,3991,76
717016833,Existing Customer,39,M,4,Uneducated,Married,$80K - $120K,Blue,27,6,2,1438.3,0,4282,69
778949133,Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,29,4,3,13298,1694,3476,66
708969633,Existing Customer,42,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,6,1,2447,2195,4544,80
