CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
714407058,Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,29,3,1,30997,2330,3821,81
771559158,Existing Customer,58,M,3,Uneducated,Unknown,$80K - $120K,Blue,46,3,3,2375,1163,4769,80
712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,2,34516,1642,4161,71
822132858,Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,1,2,23250,0,2205,43
711597183,Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,5,2,1452,0,4571,72
769892058,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,9124,2126,4564,65
714075708,Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,1,34516,1426,4814,71
717972408,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,3,2558,2016,3792,78
708559533,Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,2,1770,584,4442,83
816378033,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,2,34516,1104,1989,47
710284233,Attrited Customer,33,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,4,1438.3,0,2439,43
721124658,Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,3,3427,0,2625,63
718153233,Existing Customer,46,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,2,23512,1562,3764,60
758367933,Existing Customer,56,M,2,Uneducated,Single,$80K - $120K,Blue,49,5,2,5466,0,4435,79
721039308,Existing Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,4,2,32431,850,4400,71
717947508,Existing Customer,47,M,3,Uneducated,Divorced,$80K - $120K,Blue,34,5,3,1626,1013,5262,83
717722958,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,1,2,4654,1349,4277,71
779018508,Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,11318,2082,7179,93
711082908,Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,3,19719,1303,8385,97
708968733,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,1,2,31987,0,7926,83
714999483,Existing Customer,38,M,4,Uneducated,Unknown,$80K - $120K,Silver,36,2,2,34516,1132,9389,106
768733533,Existing Customer,53,M,5,Uneducated,Unknown,$80K - $120K,Blue,47,2,2,2340,1612,8851,88
718756533,Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Blue,41,1,1,13356,1497,8963,105
713131158,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,46,1,1,10286,0,8199,59
716881683,Attrited Customer,45,M,5,Uneducated,Married,$80K - $120K,Blue,34,2,3,3435,2517,5567,51
720535008,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,36,1,3,10492,1094,13764,104
712895733,Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,6,2,34516,572,8659,81
719094333,Existing Customer,46,M,4,Uneducated,Married,$80K - $120K,Blue,33,1,1,13490,1567,13159,105
712025958,Existing Customer,42,M,4,Uneducated,Married,$80K - $120K,Silver,35,1,3,34516,1420,14672,110
710535708,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,39,2,1,15894,1293,14256,118
714912408,Existing Customer,45,M,2,Uneducated,Married,$80K - $120K,Blue,37,3,1,32275,1845,14917,88
794530608,Existing Customer,52,M,2,Uneducated,Single,$80K - $120K,Blue,34,2,3,27229,0,13264,120
715671183,Attrited Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,31,6,4,6824,2517,9045,67
713833233,Existing Customer,49,M,5,Uneducated,Married,$80K - $120K,Silver,30,3,2,34516,1768,15134,124
738406533,Existing Customer,59,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2,2548,2020,1719,27
720336708,Existing Customer,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,2,3789,1706,1609,42
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,3,2112,1594,1338,29
780581508,Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,Silver,47,5,4,16677,1590,1410,37
716362008,Existing Customer,37,M,2,Doctorate,Married,$40K - $60K,Blue,29,3,2,1808,1009,1744,35
717189183,Existing Customer,35,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,2,10467,1961,2665,65
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,2,2760,0,1759,34
719267283,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,6,0,1953,1554,4598,71
712364283,Existing Customer,54,F,2,Doctorate,Married,$40K - $60K,Blue,43,5,2,2222,1398,3960,79
708997833,Existing Customer,49,F,4,Doctorate,Single,$40K - $60K,Blue,39,5,1,3255,603,4045,62
714308283,Existing Customer,41,M,2,Doctorate,Married,$40K - $60K,Blue,32,5,3,6059,1171,4119,70
794507133,Attrited Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,3,1900,0,2880,46
712569408,Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,3,3455,1385,4925,82
716901858,Existing Customer,49,M,4,Doctorate,Married,$40K - $60K,Blue,39,5,2,1438.3,0,3691,77
709365483,Existing Customer,45,F,2,Doctorate,Divorced,$40K - $60K,Blue,36,5,3,2788,1826,4437,67
779577108,Existing Customer,49,F,1,Doctorate,Single,$40K - $60K,Blue,32,3,2,1438.3,0,4052,65
710725383,Existing Customer,42,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,3,1,2012,0,3282,66
712593933,Attrited Customer,40,M,3,Doctorate,Married,$40K - $60K,Blue,36,3,4,2313,0,2249,42
771061008,Attrited Customer,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,4,3,2208,0,2659,56
708753633,Existing Customer,45,F,3,Doctorate,Married,$40K - $60K,Blue,32,2,1,1438.3,0,4462,77
816615633,Existing Customer,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,1,3256,2035,7075,89
709210833,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,36,1,2,9074,1648,14084,110
719270358,Existing Customer,57,F,2,Doctorate,Divorced,$40K - $60K,Blue,48,2,2,4288,1678,15505,113
712350858,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,3,9366,1104,1303,39
780106908,Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,38,6,2,8154,996,1379,26
717648783,Existing Customer,63,M,2,High School,Married,$80K - $120K,Blue,51,4,3,6922,1704,1449,28
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,2,14543,0,1536,37
717028158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,44,3,3,12163,2082,2649,56
789198708,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,47,3,2,27088,0,1135,24
789893808,Existing Customer,52,M,3,Graduate,Divorced,$120K +,Silver,42,6,3,34516,1230,2100,38
771246708,Existing Customer,40,M,5,Graduate,Unknown,$120K +,Blue,27,5,3,31954,2297,4371,82
708890958,Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,42,3,2,31636,2517,4231,68
715778358,Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,26,6,2,34516,797,3643,59
716007708,Existing Customer,48,M,2,Graduate,Married,$120K +,Blue,37,3,2,8956,1279,4814,73
715515333,Existing Customer,51,M,3,Graduate,Married,$120K +,Blue,42,2,3,7932,2140,4024,92
709615458,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,44,2,3,34516,862,15034,111
789398733,Existing Customer,56,M,3,Graduate,Married,$120K +,Blue,46,3,2,5270,779,16179,105
719819958,Existing Customer,34,M,2,Uneducated,Married,$40K - $60K,Blue,26,5,4,1438.3,708,2243,43
711040758,Existing Customer,32,M,0,Uneducated,Single,$40K - $60K,Blue,36,4,3,7200,0,3006,83
713453733,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,37,6,3,2529,1654,3428,84
710842308,Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,4,4,2264,928,4150,83
714595983,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,3,1438.3,522,2030,37
716919633,Existing Customer,58,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,5,1,2406,0,4450,73
721122258,Existing Customer,38,F,3,Uneducated,Married,$40K - $60K,Blue,36,5,3,5293,1030,4377,62
711516783,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,2,1,2155,1119,5441,91
779509983,Existing Customer,53,M,2,Post-Graduate,Single,$120K +,Blue,36,6,2,34516,931,1022,21
783561558,Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,51,4,3,16952,0,1918,61
799000008,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51,4,1,26437,1472,1244,36
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,2,13873,0,694,18
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,36,6,5,34516,1323,3422,78
711679533,Existing Customer,54,M,2,Post-Graduate,Divorced,$120K +,Blue,43,3,2,5569,968,2600,60
715165758,Existing Customer,44,M,3,Post-Graduate,Married,$120K +,Blue,35,3,1,27391,587,2862,56
783625008,Existing Customer,51,M,2,Post-Graduate,Single,$120K +,Blue,45,4,2,22294,0,3444,71
708155733,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,2,14734,1634,1289,23
720272958,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,27126,0,1000,25
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,6,2,29963,2094,1205,28
779713608,Existing Customer,52,M,2,High School,Married,$120K +,Blue,36,5,2,2981,1358,1648,30
720998358,Existing Customer,52,M,0,High School,Married,$120K +,Silver,41,3,1,34516,1043,1489,38
716996583,Existing Customer,50,M,3,High School,Divorced,$120K +,Blue,37,3,2,3073,1792,1734,35
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,3,4,21144,1190,4895,66
815851233,Attrited Customer,52,M,3,High School,Single,$120K +,Blue,47,6,3,19032,0,1726,42
713056083,Existing Customer,52,M,2,High School,Single,$120K +,Blue,46,4,4,34516,0,4037,87
768972558,Existing Customer,43,M,5,High School,Married,$120K +,Blue,37,4,4,11099,0,3980,77
772728933,Attrited Customer,50,M,2,High School,Married,$120K +,Blue,40,6,3,13709,813,2511,40
793736958,Existing Customer,49,M,3,High School,Single,$120K +,Blue,43,1,1,21680,1587,4410,86
721212258,Existing Customer,48,M,4,High School,Single,$120K +,Blue,40,2,3,30210,1946,7403,88
716212383,Attrited Customer,38,M,1,High School,Single,$120K +,Blue,30,5,3,10874,2415,4619,59
716609433,Attrited Customer,55,M,2,High School,Divorced,$120K +,Blue,46,5,2,16828,2517,4939,63
709066983,Existing Customer,50,M,4,High School,Married,$120K +,Blue,41,2,2,34516,2353,15214,129
824160333,Existing Customer,56,M,2,High School,Unknown,$120K +,Blue,52,6,2,23362,1453,15399,116
717664008,Attrited Customer,37,M,3,College,Married,$60K - $80K,Blue,19,2,4,3100,2517,694,12
717030633,Existing Customer,46,M,4,College,Single,$60K - $80K,Blue,34,5,4,2369,1405,3034,51
788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,3,4,3841,0,2832,48
715233108,Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36,4,2,2836,862,4121,83
757194408,Attrited Customer,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,1438.3,0,1707,38
712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,0,2260,1007,1614,33
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,2,9648,1926,1083,22
715225458,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,36,6,4,5991,1993,1867,53
720462633,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,29,3,3,4138,643,1827,49
788971308,Existing Customer,62,F,1,Uneducated,Married,Less than $40K,Blue,49,5,2,2658,1158,1809,41
716815308,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36,4,5,4396,1489,3942,69
713271708,Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Silver,33,5,2,12685,0,4454,74
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,1,2609,1656,3024,64
712263258,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,38,6,3,2468,0,3371,62
711116133,Attrited Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,4,1838,0,2461,47
720491958,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,36,4,3,1438.3,0,4302,74
719671383,Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,2,2969,0,4109,70
717975333,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,25300,1330,837,15
719309958,Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,4,3,20865,0,837,25
756013833,Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,3,4522,1861,1806,38
711048783,Existing Customer,41,M,4,Doctorate,Married,$80K - $120K,Blue,29,3,3,33405,0,1345,34
716565258,Existing Customer,37,M,3,Doctorate,Single,$80K - $120K,Blue,36,5,4,12830,0,2526,54
716529258,Existing Customer,42,M,4,Doctorate,Married,$80K - $120K,Blue,27,5,4,31864,0,1591,35
819202533,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,3,10378,1540,1306,32
765824058,Existing Customer,46,M,4,Doctorate,Married,$80K - $120K,Blue,39,3,1,5106,1539,3784,74
773442258,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,51,5,2,8571,1616,1397,28
778381608,Attrited Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,28,3,4,6572,417,1766,46
796336833,Existing Customer,51,M,3,Doctorate,Married,$80K - $120K,Blue,45,5,4,32096,0,2619,69
789338583,Existing Customer,42,M,2,Doctorate,Married,$80K - $120K,Blue,32,4,2,26222,1073,1988,30
715992558,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Blue,38,4,2,12878,1628,1968,59
718785483,Existing Customer,38,M,1,Doctorate,Single,$80K - $120K,Silver,29,6,3,34516,1435,4238,85
713532858,Existing Customer,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,2,4728,1386,4077,70
715682208,Existing Customer,49,M,3,Doctorate,Married,$80K - $120K,Blue,36,4,4,9549,0,4629,76
717661908,Existing Customer,37,M,5,Doctorate,Single,$80K - $120K,Silver,36,4,1,34516,0,2681,55
778180158,Existing Customer,44,M,4,Doctorate,Divorced,$80K - $120K,Blue,34,5,4,7150,1887,3636,69
714485508,Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue,36,6,4,9086,1254,3906,81
716989683,Existing Customer,56,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,3,4480,2465,3331,74
713818158,Existing Customer,50,M,1,Doctorate,Single,$80K - $120K,Blue,41,5,2,5068,991,5173,64
721525758,Existing Customer,45,M,5,Doctorate,Married,$80K - $120K,Blue,35,2,2,2226,1229,4928,77
799242033,Existing Customer,45,M,4,Doctorate,Married,$80K - $120K,Blue,39,2,2,1438.3,1162,4598,86
717565233,Existing Customer,51,M,3,Doctorate,Single,$80K - $120K,Blue,38,2,2,31346,1318,13303,92
719582058,Attrited Customer,41,M,3,Doctorate,Single,$80K - $120K,Blue,29,2,3,24001,1629,9102,75
715550508,Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,28,5,2,2535,2440,1312,20
717916758,Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,56,4,3,10509,2388,1365,34
791839233,Existing Customer,42,F,4,Unknown,Divorced,Unknown,Blue,36,5,2,17536,1525,1411,28
710736558,Existing Customer,39,F,2,Unknown,Married,Unknown,Blue,36,4,4,8096,1474,1794,41
788699808,Existing Customer,38,F,4,Unknown,Single,Unknown,Blue,14,4,2,4394,0,1538,43
714892533,Existing Customer,26,M,0,Unknown,Single,Unknown,Blue,16,5,2,3877,0,2473,33
708590658,Existing Customer,65,F,1,Unknown,Married,Unknown,Blue,53,5,2,15965,2312,1619,40
803124408,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,35,2,5,11538,0,1926,53
712685733,Existing Customer,57,F,3,Unknown,Single,Unknown,Silver,36,6,2,34516,1698,3498,68
789616158,Existing Customer,33,M,3,Unknown,Divorced,Unknown,Blue,27,6,3,25045,0,3444,52
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28,6,2,1493,792,4131,80
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2,2,2054,0,2567,43
789477483,Existing Customer,40,F,5,Unknown,Single,Unknown,Blue,31,6,1,4433,1488,3847,76
713163258,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3388,0,1959,52
720218658,Existing Customer,40,F,1,Unknown,Married,Unknown,Blue,26,2,1,3369,756,4501,96
717759783,Existing Customer,47,F,4,Unknown,Single,Unknown,Blue,34,1,2,5756,860,5298,72
767093133,Existing Customer,52,F,2,Unknown,Married,Unknown,Blue,45,2,1,3192,0,4191,80
713071383,Existing Customer,54,F,1,Unknown,Single,Unknown,Blue,36,1,3,3723,1728,8554,99
756639708,Existing Customer,46,F,2,Unknown,Married,Unknown,Silver,39,1,2,32587,992,15958,113
719329983,Existing Customer,42,F,3,Unknown,Unknown,Unknown,Blue,36,6,2,15648,0,13784,88
802013583,Existing Customer,56,M,3,College,Married,$120K +,Blue,50,3,0,9689,2250,1158,19
771075258,Existing Customer,55,M,2,College,Single,$120K +,Silver,42,2,2,34516,1527,1268,42
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,5,1,34516,1254,1366,25
809951133,Attrited Customer,54,M,3,College,Single,$120K +,Blue,49,3,3,34516,0,2115,24
718623783,Existing Customer,56,M,2,College,Married,$120K +,Blue,36,6,2,27157,1547,1535,38
720812433,Existing Customer,54,M,2,College,Married,$120K +,Blue,46,6,2,28465,0,1693,37
717837858,Existing Customer,47,M,5,College,Married,$120K +,Blue,34,3,2,17603,1063,2902,64
719831958,Existing Customer,49,M,3,College,Single,$120K +,Blue,36,5,4,34516,0,1793,44
720610008,Attrited Customer,59,M,1,College,Married,$120K +,Blue,50,1,4,15796,812,1339,23
710496708,Existing Customer,41,M,2,College,Single,$120K +,Blue,32,6,2,5489,1513,4085,65
789307833,Existing Customer,44,M,4,College,Unknown,$120K +,Blue,34,5,3,8874,1590,1849,56
818294958,Existing Customer,52,M,2,College,Married,$120K +,Blue,47,3,2,27347,719,4040,77
720075558,Existing Customer,50,M,4,College,Married,$120K +,Blue,36,6,4,7084,0,3838,66
711831558,Existing Customer,49,M,4,College,Divorced,$120K +,Blue,41,3,1,7184,1207,3244,58
807369708,Existing Customer,52,M,3,College,Married,$120K +,Blue,47,3,4,6355,0,4009,74
779885358,Existing Customer,51,M,0,College,Married,$120K +,Silver,35,5,2,34516,2332,4587,82
801783108,Existing Customer,46,M,3,College,Married,$120K +,Blue,40,6,3,1438.3,0,4833,69
796544133,Existing Customer,54,M,1,College,Single,$120K +,Blue,48,1,1,2456,1654,4468,84
820394733,Existing Customer,52,M,0,College,Married,$120K +,Gold,47,2,1,34516,1464,7690,87
716247708,Existing Customer,51,M,4,College,Single,$120K +,Gold,33,2,2,34516,1848,14149,103
719430483,Existing Customer,51,M,3,College,Married,$120K +,Blue,40,3,2,34516,1476,14145,119
708564858,Attrited Customer,33,M,2,College,Married,$120K +,Gold,20,2,4,34516,0,9338,73
718899708,Existing Customer,55,F,1,College,Married,Unknown,Blue,36,6,2,17642,1846,2148,54
719293533,Existing Customer,30,M,1,College,Single,Unknown,Blue,13,3,3,21590,2517,2567,70
713021208,Attrited Customer,55,F,2,College,Single,Unknown,Silver,36,2,3,34516,0,1353,40
788810658,Existing Customer,37,F,1,College,Single,Unknown,Blue,20,3,5,9466,0,2503,70
719415858,Existing Customer,29,M,0,College,Divorced,Unknown,Blue,15,6,2,3107,1720,2460,71
718949433,Existing Customer,42,F,3,College,Single,Unknown,Silver,31,3,2,34516,919,3415,79
713426358,Existing Customer,28,F,0,College,Married,Unknown,Blue,36,3,3,5685,0,2395,62
824168808,Existing Customer,31,F,1,College,Divorced,Unknown,Blue,27,4,3,3647,1480,2271,60
708314808,Existing Customer,53,F,2,College,Married,Unknown,Blue,41,5,3,5659,1393,1570,40
720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,4,1,11167,0,3848,74
714000108,Existing Customer,40,F,3,College,Divorced,Unknown,Blue,36,5,4,6772,0,3658,66
716575758,Attrited Customer,50,F,2,College,Unknown,Unknown,Blue,39,2,2,1438.3,0,1859,41
817616433,Existing Customer,55,F,2,College,Unknown,Unknown,Blue,41,6,2,7613,0,4268,69
822961533,Existing Customer,65,F,0,College,Divorced,Unknown,Blue,56,5,3,13666,0,3998,70
713253858,Attrited Customer,50,F,1,College,Married,Unknown,Blue,37,2,3,1461,0,2176,40
778224858,Existing Customer,42,F,2,College,Unknown,Unknown,Blue,32,3,4,4035,1003,4589,89
708442158,Existing Customer,51,F,1,College,Married,Unknown,Blue,38,3,4,6182,1516,3801,61
709787733,Existing Customer,54,F,4,College,Single,Unknown,Blue,48,3,2,9723,1307,4043,76
715109508,Existing Customer,44,F,3,College,Married,Unknown,Blue,36,3,4,8729,1427,5347,96
